Category,Deadline,Goal,Pledged,Status,Backers
Hardware,2013-04-01 18:10:52,87000,189451.33,successful,509
Software,2016-04-15 02:43:42,32000,130,canceled,4
Apps,2016-06-11 02:48:50,25000,216,failed,10
Technology,2014-10-31 22:00:00,8000,8000,successful,10
Hardware,2013-10-09 19:32:15,30000,216230.5,successful,2310
Gadgets,2015-05-15 23:32:59,10000,26,failed,2
Technology,2016-03-23 21:04:17,50000,1,failed,1
Apps,2014-11-08 20:23:00,1000,0,failed,0
Hardware,2014-09-05 00:52:21,3500,10,canceled,1
Apps,2015-03-09 04:22:32,5000,456,failed,24
Apps,2016-01-23 23:49:51,5000,25,canceled,1
Apps,2015-04-16 07:00:50,65000,10,failed,1
Web,2015-02-21 05:59:00,2500,2670,successful,106
Technology,2016-10-03 05:47:24,90000,441,failed,4
Gadgets,2014-01-26 01:36:31,15000,170779.42,successful,4693
Hardware,2015-07-23 10:54:44,125000,131126,successful,363
Software,2014-05-24 15:49:41,350000,1490,failed,29
Apps,2014-12-15 23:49:30,11500,210,canceled,7
Web,2016-05-12 18:39:16,1000,11,canceled,2
Web,2015-02-11 19:29:24,9000,52,failed,3
Apps,2016-09-10 16:40:04,50000,0,failed,0
Gadgets,2016-04-09 17:01:54,25000,2545,failed,12
Technology,2015-10-22 20:20:51,28000,0,canceled,0
Apps,2015-03-26 21:52:47,18000,0,failed,0
Web,2016-11-08 16:00:00,50,15,failed,1
Sound,2015-04-25 05:52:25,5000,0,canceled,0
Gadgets,2016-08-13 01:01:29,50000,26229,failed,265
DIY Electronics,2015-05-18 16:57:31,20000,67542.42,successful,1047
3D Printing,2016-03-08 14:52:28,50000,33188,failed,87
Software,2014-01-01 17:06:15,50000,40,failed,2
Software,2014-09-12 15:52:07,7777,75,failed,1
Apps,2016-04-23 22:03:50,10000,1910,failed,21
Wearables,2016-02-25 02:01:42,12000,17012,successful,339
Hardware,2014-06-30 17:41:00,50000,375,failed,5
Software,2011-07-11 17:55:21,24000,25,failed,1
Technology,2014-09-08 03:35:51,250000,158,failed,8
Camera Equipment,2015-03-26 07:59:00,1000,84812,successful,1522
Technology,2012-09-17 02:29:00,800,881,successful,42
Software,2016-01-17 06:17:06,1200,114,canceled,7
Hardware,2015-09-11 16:02:45,15000,3030,failed,21
Gadgets,2015-04-30 00:33:26,15000,4242,failed,127
Flight,2015-07-16 02:27:26,45000,2665,failed,65
Gadgets,2015-12-21 08:59:00,100,285,successful,22
Gadgets,2014-09-07 01:00:00,12000,56488,successful,357
Apps,2016-03-23 16:31:11,75000,11,failed,2
DIY Electronics,2014-12-01 03:01:00,2500,474,failed,14
Gadgets,2016-10-14 21:05:49,80000,81916,successful,375
Hardware,2014-04-18 21:01:15,50000,111645,successful,2156
Apps,2014-08-27 17:23:55,19500,2,failed,2
3D Printing,2016-03-09 17:06:19,7500,13602,successful,23
Apps,2014-09-16 16:47:51,50000,2168,canceled,50
Web,2015-09-24 19:53:57,10000,0,failed,0
Technology,2015-08-23 22:59:59,50000,1841,canceled,14
Technology,2014-04-25 17:32:59,35000,162023.72,successful,1701
Technology,2013-10-17 16:42:55,25000,929.01,failed,30
Web,2015-10-31 15:53:00,60000,31,canceled,4
DIY Electronics,2015-02-21 18:29:00,700,109,failed,8
Sound,2016-11-30 21:28:12,50000,27370,failed,168
Flight,2016-08-07 21:07:13,15000,460,failed,14
Technology,2014-04-20 12:22:45,20000,0,failed,0
Technology,2013-03-01 05:59:00,30000,2525,canceled,68
Software,2015-11-21 01:53:04,125000,0,failed,0
Hardware,2013-07-01 03:00:00,50000,120469,successful,1034
Apps,2015-04-01 02:21:43,25000,26,failed,2
Web,2014-07-27 05:25:32,25000,2815,canceled,55
Software,2014-02-17 02:10:45,10000,330,failed,8
Technology,2014-12-21 01:53:19,10000,10,failed,1
Software,2014-05-31 04:32:04,1000,0,failed,0
Apps,2015-03-29 20:50:58,35000,3196,failed,18
Gadgets,2015-04-28 20:01:26,5000,11921,successful,228
Wearables,2014-09-13 05:54:00,9000,348449,successful,2881
Gadgets,2016-08-07 04:57:17,5000,265,failed,10
Gadgets,2015-12-19 08:00:00,40000,4871,failed,49
Hardware,2014-06-15 17:02:24,75000,35834,canceled,406
Flight,2016-05-31 05:59:00,22500,24229,successful,159
Robots,2015-01-29 08:59:00,693,845,successful,10
Camera Equipment,2015-11-18 23:13:55,100000,2650,canceled,14
Apps,2014-08-22 18:13:11,11000,10,failed,1
Web,2016-10-22 20:10:01,40000,1,failed,1
Apps,2015-06-17 23:43:26,20000,300,failed,7
Sound,2016-06-02 08:55:31,88888,500846,successful,1602
Apps,2015-07-02 19:07:27,10000,11337,successful,45
Camera Equipment,2016-10-19 22:23:34,47700,7502,canceled,27
Technology,2014-08-15 22:35:55,500000,0,canceled,0
Technology,2015-03-13 04:20:59,280000,0,canceled,0
Hardware,2013-03-09 11:19:46,250000,855625.48,successful,7606
Web,2014-06-09 00:04:44,90000,55413.49,failed,1009
Gadgets,2015-12-05 18:50:40,150000,0,failed,0
Wearables,2015-10-23 19:31:00,11500,16,failed,3
Technology,2016-04-16 16:46:43,35000,501,failed,2
Gadgets,2015-07-22 20:30:32,300,15,canceled,2
Hardware,2011-07-04 21:52:20,6000,8306.42,successful,95
DIY Electronics,2016-05-31 06:36:00,50000,633,failed,15
Hardware,2016-06-17 18:32:00,15000,0,failed,0
Software,2016-09-02 20:37:13,3000,0,failed,0
Web,2015-10-15 22:47:19,35000,0,failed,0
Software,2015-03-18 22:31:00,1200,1,failed,1
Fabrication Tools,2014-09-06 01:40:58,10000,0,failed,0
3D Printing,2016-05-19 05:30:00,12500,24417,successful,53
Software,2016-08-03 10:46:14,10000,0,failed,0
Technology,2012-02-26 06:59:00,9600,2075,failed,31
Web,2016-08-10 18:42:41,5000,20,failed,2
Apps,2016-04-20 18:13:10,6000,0,failed,0
Flight,2012-09-22 21:39:33,45000,49192,successful,114
Technology,2014-09-15 02:13:09,5000,0,canceled,0
Technology,2015-07-11 18:53:31,75000,2575,canceled,12
Hardware,2015-06-17 17:12:42,5000,298,failed,3
Technology,2013-07-12 03:43:37,500,505,successful,12
Hardware,2014-04-24 20:24:36,100000,35402,failed,324
Technology,2011-12-09 05:00:00,8000,8451,successful,88
Apps,2015-06-21 17:56:35,55000,675,failed,15
Technology,2013-06-20 06:03:51,15000,3557,failed,24
Apps,2015-08-21 03:48:48,1000,1025,successful,6
Software,2013-10-29 19:23:34,18000,1013,failed,13
Software,2014-09-27 09:46:23,250,1,failed,1
Apps,2012-12-27 16:03:38,20000,56959.4,successful,11281
Web,2015-02-09 17:22:18,1000,1115,successful,15
Web,2015-04-22 23:26:20,70000,0,failed,0
Apps,2016-10-06 15:06:12,50000,3829,failed,29
Technology,2015-08-15 23:57:31,30000,462,failed,9
Technology,2013-12-24 20:39:07,2000,2213,successful,27
Technology,2016-10-23 20:23:04,110000,902,failed,7
Apps,2014-12-11 22:35:50,153760,47,failed,13
Web,2015-08-26 01:54:48,50000,1,failed,1
Technology,2015-07-08 00:30:12,125000,0,failed,0
Hardware,2016-09-06 06:27:47,25000,26857,successful,307
Web,2015-08-05 17:21:21,65000,0,failed,0
Software,2013-09-11 21:47:15,10000,111,failed,8
Hardware,2015-09-22 00:34:01,100000,76,failed,3
Apps,2014-10-14 22:35:48,1000,51,failed,3
Apps,2016-03-02 21:23:30,555,556,successful,21
Technology,2016-06-17 17:36:18,1000,20.19,failed,9
Technology,2016-01-01 05:57:00,5000,0,failed,0
Apps,2015-08-05 21:14:13,25981,0,failed,0
Software,2016-03-12 04:00:00,17500,20268,successful,211
Web,2014-08-13 19:29:13,500,120,canceled,4
Apps,2016-11-22 18:24:03,20000,0,canceled,0
Gadgets,2015-10-10 19:01:30,235000,136147,failed,666
DIY Electronics,2015-10-08 17:11:47,4000,85977,successful,1287
3D Printing,2014-08-09 00:55:34,550,25,canceled,1
Technology,2012-10-24 03:05:37,800,260,failed,8
Apps,2016-05-23 05:55:27,36500,0,canceled,0
Apps,2016-05-01 03:18:42,300000,1,failed,1
DIY Electronics,2016-02-19 09:15:12,50000,6391,failed,96
Makerspaces,2015-07-08 23:29:31,25000,1000,canceled,3
Apps,2015-02-07 07:00:00,25000,336,failed,7
Gadgets,2014-08-13 18:15:20,10000,40,failed,3
Apps,2016-11-17 14:25:00,50000,170,canceled,3
Apps,2015-03-04 20:07:43,25000,24,failed,5
Apps,2015-05-07 17:55:04,18000,0,failed,0
Robots,2015-03-01 05:59:00,25000,556,canceled,10
Makerspaces,2015-02-20 23:48:19,10000000,226,failed,4
Gadgets,2016-01-30 02:00:00,20000,85860.2,successful,728
Hardware,2013-04-18 21:55:42,4000,5807,successful,49
DIY Electronics,2016-02-14 15:07:37,75000,16882,failed,40
Apps,2016-09-14 01:00:43,45000,100,canceled,3
Gadgets,2015-03-15 22:03:50,55250,1,failed,1
Technology,2014-08-10 23:21:34,1500,0,canceled,0
Apps,2016-07-17 20:19:39,10000,2,failed,1
Wearables,2014-03-25 05:02:14,90000,123817.49,successful,942
Makerspaces,2015-08-29 18:12:21,50000,0,failed,0
Hardware,2015-06-11 20:05:05,25000,1152,canceled,8
Web,2015-08-08 00:04:04,18000,19398,successful,110
3D Printing,2016-05-25 17:59:57,100000,433860,successful,1343
Technology,2014-11-04 04:07:24,2500,5000,successful,19
Technology,2016-05-07 23:42:20,40000,1424,failed,12
Gadgets,2014-11-14 05:00:00,25000,114892.11,successful,749
Flight,2014-08-15 20:43:43,20000,0,canceled,0
Technology,2015-06-14 21:18:42,100000,5263.95,canceled,31
Software,2015-03-13 19:55:11,500000,25,failed,1
Gadgets,2015-09-19 01:44:28,100000,100196,successful,185
Apps,2014-10-12 15:38:00,5000,27,failed,3
Hardware,2015-11-24 05:59:00,30000,32161.3,successful,623
Technology,2012-08-20 04:51:52,200000,2256,failed,26
Web,2014-10-17 17:33:00,30000,1,failed,1
Hardware,2015-05-31 17:44:37,50000,285422,successful,468
Technology,2016-10-04 18:54:36,50000,5457,canceled,44
Hardware,2015-12-13 05:07:28,1000,17915,successful,251
Software,2016-03-02 19:21:39,30000,34629,successful,140
Gadgets,2016-04-15 12:05:39,37500,100,failed,2
Apps,2015-03-06 09:10:19,1750,227,failed,7
Apps,2014-10-17 17:15:47,75000,0,canceled,0
Flight,2014-08-01 02:54:59,9500,2050,failed,16
Software,2014-10-12 21:07:05,5000,50,failed,2
Technology,2015-04-08 18:04:04,75000,0,failed,0
Hardware,2012-06-01 08:48:08,54000,796,failed,12
Hardware,2015-06-05 23:00:00,50000,57754,successful,188
Web,2015-04-22 23:02:29,750,0,failed,0
Fabrication Tools,2015-04-22 17:57:44,35000,510497,successful,211
Software,2015-07-01 05:59:00,12500,425,failed,11
Gadgets,2015-08-16 20:07:00,15000,170,failed,2
Web,2014-12-22 04:20:00,5000,0,failed,0
Apps,2015-09-04 17:27:04,10000,406,canceled,6
Technology,2016-03-31 19:00:00,10000,10,canceled,1
Technology,2015-12-19 19:30:13,26000,58400.5,successful,1049
Apps,2016-03-16 16:44:01,1500,157,failed,6
Technology,2013-05-22 23:11:56,32900,35957.43,successful,282
Camera Equipment,2015-11-06 03:02:00,27000,123937,successful,1058
Technology,2015-12-26 14:07:00,50000,515,failed,4
Technology,2015-04-03 13:00:00,100000,124014,successful,61
Software,2016-11-08 21:13:27,50000,500,failed,1
Technology,2016-10-21 22:26:29,10000,0,suspended,0
Web,2015-03-20 21:56:59,5000,0,failed,0
Apps,2014-12-12 08:17:18,10000,0,failed,0
Web,2015-03-11 21:14:43,3000,5,failed,1
Apps,2016-05-20 05:57:59,5000,100,failed,2
Software,2014-05-09 21:57:48,36000,14,failed,6
Technology,2012-11-30 16:44:12,25000,2381,failed,144
Apps,2015-06-18 22:57:15,8200,25,canceled,1
Hardware,2014-01-04 12:24:11,15000,7251,failed,94
Technology,2015-08-30 17:13:22,800000,0,failed,0
Technology,2013-09-13 12:27:46,4394,0,failed,0
Technology,2014-01-10 03:59:32,2500,541,failed,15
DIY Electronics,2012-06-01 08:59:00,8000,10077,successful,129
Apps,2016-08-13 17:50:00,20000,20724,successful,68
Technology,2015-02-13 18:35:32,7000,5,failed,1
Apps,2015-10-11 21:00:47,50000,0,canceled,0
Gadgets,2015-10-15 03:47:32,180000,0,failed,0
Technology,2014-04-13 19:20:06,63000,565,failed,5
DIY Electronics,2016-05-11 17:27:51,50000,716791,successful,6171
Hardware,2011-01-19 00:07:37,20000,4689,failed,27
Apps,2016-11-18 23:15:00,20000,1,failed,1
Hardware,2014-04-27 04:31:48,100000,684,canceled,17
Technology,2015-10-02 02:52:35,70000,713,failed,18
Apps,2016-02-19 01:00:00,1000,33923,successful,492
Hardware,2013-06-12 01:32:02,5000,639,failed,13
Apps,2016-08-06 23:59:06,12500,139,failed,13
Technology,2014-06-13 04:57:38,5500,1555,failed,8
Software,2015-04-28 20:22:36,25000,20,failed,1
Technology,2012-05-27 15:20:53,9000,15887.33,successful,400
Gadgets,2015-06-18 15:11:22,30000,14537,failed,265
Technology,2014-11-22 00:04:13,25000,5,failed,5
Web,2015-04-21 00:09:17,50000,0,failed,0
Wearables,2016-09-21 17:32:19,100000,30092,failed,195
Apps,2016-06-04 18:59:18,30000,0,canceled,0
Hardware,2013-02-10 08:59:00,10000,12049,successful,71
Apps,2014-07-19 04:05:45,30000,8467,failed,19
Web,2014-11-14 05:44:55,25000,0,failed,0
Apps,2014-11-25 17:04:59,5000,386,failed,12
Software,2010-07-08 06:59:00,2400,2425,successful,28
Gadgets,2015-11-04 22:01:46,935,4525,successful,103
Apps,2014-12-30 21:53:24,150000,5,failed,1
Hardware,2015-06-20 17:54:52,10000,4302,failed,15
Technology,2013-06-12 05:12:48,6000,1054,failed,9
Apps,2016-10-20 23:46:27,5000,1,failed,1
Software,2015-01-01 23:24:26,22000,0,failed,0
Gadgets,2015-04-10 21:01:40,25000,13780,canceled,79
Technology,2015-01-06 05:59:00,38000,252678,successful,689
Apps,2014-11-01 01:11:10,136000,190,failed,11
Gadgets,2015-01-18 06:00:35,25000,5325,failed,131
DIY Electronics,2016-07-08 19:54:51,299,8575,successful,146
Hardware,2016-01-03 00:19:51,50000,64203.33,successful,263
Wearables,2015-04-18 00:35:57,30000,216436,successful,5538
Apps,2015-07-23 06:32:19,1000,2,suspended,2
Technology,2014-03-12 21:00:00,550,854,successful,19
Technology,2015-06-03 05:26:32,50000,0,canceled,0
3D Printing,2013-11-18 22:21:29,9000,413530.99,successful,1409
Hardware,2014-08-27 06:59:00,4000,115,failed,14
Web,2016-07-07 17:04:39,100000,921,failed,7
Flight,2014-12-10 16:28:01,2500,1554,failed,25
Wearables,2015-01-14 05:00:00,30000,11828,failed,15
Software,2014-02-15 02:23:20,950000,474,failed,8
Apps,2014-10-30 01:58:21,5000,0,suspended,0
Apps,2015-01-06 00:00:00,100000,18493,failed,84
Space Exploration,2010-03-28 09:00:00,200,296,successful,16
Technology,2013-02-11 04:07:59,5000,6047,successful,31
Gadgets,2016-05-31 19:26:00,6500,6755,successful,43
Web,2015-03-07 19:44:42,75000,2,failed,2
Web,2015-12-04 00:21:13,15000,0,failed,0
Gadgets,2016-05-04 01:26:16,3500,4280,successful,125
Apps,2016-11-03 03:05:39,520000,50,failed,1
Gadgets,2016-04-07 00:18:29,5000,489,failed,26
Technology,2013-03-17 20:44:35,10000,101,failed,3
Web,2015-10-09 04:20:44,60000,0,failed,0
Web,2015-03-23 17:04:43,25000,26,failed,3
Technology,2015-06-08 01:56:03,32000,76,canceled,2
Technology,2015-01-15 19:58:00,2500,4346,successful,64
Space Exploration,2015-07-19 18:36:05,4000,2,suspended,2
Hardware,2015-03-07 17:35:50,100000,19588,canceled,59
Wearables,2015-04-02 13:49:59,25000,28146,successful,180
Hardware,2015-01-19 06:00:00,500000,2547,failed,10
3D Printing,2015-05-10 03:25:39,10000,2615,failed,13
Apps,2014-12-24 22:49:46,100000,50,failed,1
DIY Electronics,2016-08-19 14:57:07,28000,4516,canceled,49
Apps,2016-05-28 18:53:43,5000,0,failed,0
Technology,2016-05-13 17:03:09,100000,38556,canceled,258
Web,2015-05-11 04:21:52,25000,35,failed,1
Sound,2016-05-02 00:25:10,800,1217,successful,23
Robots,2015-11-25 17:10:30,30000,38500,successful,37
Camera Equipment,2015-11-27 16:28:16,25000,380285,successful,1382
Apps,2015-10-10 03:00:00,3500000,0,failed,0
Gadgets,2015-11-04 21:00:51,10000,794,canceled,48
Apps,2016-11-19 19:14:57,20000,11,failed,2
Flight,2015-07-16 22:33:50,150000,6101,canceled,17
Gadgets,2014-09-09 11:45:03,195000,3461,failed,38
Software,2012-03-16 22:00:00,5000,93,failed,9
Web,2014-08-22 18:50:11,25000,2,failed,1
Apps,2015-03-03 20:10:53,15000,86,failed,6
Hardware,2011-07-20 18:59:39,2000,2078.66,successful,29
Web,2015-01-02 18:27:51,29000,18,failed,3
Technology,2013-06-13 17:00:08,100000,23602,canceled,244
Software,2015-12-02 17:09:46,98000,1401,failed,21
Gadgets,2014-07-27 18:41:51,1250,162,failed,7
Gadgets,2015-02-12 00:59:57,9999,11100,successful,217
Gadgets,2016-01-27 20:30:05,30000,75,failed,1
Web,2016-06-23 18:41:20,50000,215,failed,5
Hardware,2014-05-28 16:46:06,55000,11271,failed,58
Hardware,2014-01-10 04:54:55,45000,4127,failed,116
Hardware,2014-04-08 06:00:00,4000,4081,successful,39
Gadgets,2016-08-25 06:42:52,25000,1062,failed,24
Apps,2015-07-20 23:00:00,95000,300,failed,2
Web,2015-01-18 17:07:13,100000,63583,canceled,62
DIY Electronics,2014-12-20 02:12:59,2000,4661,successful,19
Wearables,2015-02-07 23:00:14,10500,16,failed,2
Web,2016-06-22 18:31:04,150000,111,failed,3
Apps,2015-04-29 19:49:35,50000,85,canceled,5
Apps,2016-05-12 00:20:48,9000,3,failed,3
Technology,2015-12-10 18:00:00,100000,412181,successful,552
Camera Equipment,2016-10-22 01:01:00,19750,6600,canceled,38
Apps,2016-04-04 19:24:21,10000,5,failed,1
Software,2015-04-03 00:14:11,500,500,successful,5
Hardware,2014-06-30 16:55:10,100000,112408.81,successful,1439
Camera Equipment,2014-11-16 14:26:31,42000,0,failed,0
Hardware,2015-08-29 14:55:55,50000,1647155.12,successful,21975
Hardware,2009-11-12 13:19:00,1120,0,failed,0
Software,2016-07-01 02:00:00,50000,10,failed,1
Robots,2015-01-07 14:00:00,164000,7,failed,3
3D Printing,2016-04-25 20:15:57,1400,1422,successful,19
3D Printing,2016-01-06 19:17:46,300000,53221,failed,47
Technology,2013-07-01 16:12:11,35000,2592,canceled,39
Hardware,2015-06-08 03:56:00,25000,32307,successful,538
Apps,2016-09-17 23:32:43,10000,0,failed,0
Technology,2013-09-25 14:49:10,12000,1395,failed,49
Hardware,2016-05-27 16:35:25,100000,29790,failed,32
Apps,2014-11-28 22:01:29,20000,3,failed,1
Gadgets,2016-02-13 15:14:50,500000,0,canceled,0
Apps,2016-10-19 18:37:15,12000,10,failed,1
Camera Equipment,2014-07-15 23:01:30,50000,1306920.65,successful,2336
DIY Electronics,2015-05-27 06:00:00,25000,182038.62,successful,4371
Software,2013-11-02 15:43:05,380,25,failed,4
Hardware,2014-06-02 02:58:34,50000,23396.79,failed,281
Apps,2014-09-14 22:51:32,30000,37747.65,successful,750
DIY Electronics,2015-03-30 00:23:57,5000,285,canceled,2
Software,2015-05-13 19:28:36,5000,0,failed,0
Apps,2015-11-19 21:01:27,1000,0,failed,0
Gadgets,2016-07-02 09:01:54,5000,21849,successful,370
Gadgets,2014-09-29 08:59:00,10000,921,canceled,34
Wearables,2014-11-28 04:28:17,5000,65,failed,8
Sound,2015-06-15 17:44:45,530,1024,successful,32
Software,2010-07-01 05:59:00,5000,150,failed,3
Apps,2016-03-26 06:24:51,20000,1,failed,1
Web,2015-04-02 06:35:35,10900,225,failed,4
Technology,2012-03-24 00:00:00,50000,76340.88,successful,373
Makerspaces,2016-05-09 05:59:00,12000,4861,failed,61
Technology,2014-05-24 20:56:00,19500,0,canceled,0
Gadgets,2016-01-21 01:04:06,80000,2378,failed,36
Web,2015-08-16 18:20:32,20000,15,failed,2
DIY Electronics,2014-09-27 13:35:05,30000,1,canceled,1
Technology,2014-10-15 23:29:07,35000,9,failed,5
Fabrication Tools,2016-03-08 21:01:09,5000,0,failed,0
Software,2010-11-22 06:16:07,10000,0,canceled,0
Software,2012-07-26 12:46:02,1000,53,failed,5
DIY Electronics,2015-09-28 06:00:00,5000,2311,failed,54
Apps,2016-03-24 04:14:45,5000,1,failed,1
Web,2016-02-06 02:15:01,27800,0,failed,0
Apps,2016-08-12 21:17:04,25000,16,failed,3
Flight,2015-06-14 05:52:37,200000,406061,successful,532
Web,2015-07-31 15:29:50,2000,0,failed,0
3D Printing,2015-10-02 22:34:23,50000,726,failed,27
Technology,2015-09-24 00:11:48,1500,5,failed,1
Gadgets,2015-07-12 20:17:19,68300,7943,failed,34
Hardware,2011-10-18 09:35:46,7500,31941,successful,251
Gadgets,2014-12-20 04:00:00,5000,6749.37,successful,176
Software,2016-05-25 03:44:19,5000,140,failed,4
Software,2011-01-01 02:00:00,60000,9911,failed,17
Software,2013-08-29 16:46:20,20000,1751,failed,21
Hardware,2016-01-09 02:24:08,75000,74067,canceled,530
Technology,2011-05-21 17:02:53,1000,335.11,failed,21
Apps,2016-06-09 01:56:53,65000,2233,canceled,6
Sound,2014-11-03 09:40:08,25000,114815,successful,900
Technology,2015-08-06 20:17:17,50000,0,failed,0
Technology,2012-06-24 15:47:47,60000,2090,failed,13
Apps,2016-04-17 20:52:18,27800,50,canceled,4
Hardware,2014-06-04 23:45:32,130000,1526,failed,25
Technology,2014-09-04 17:50:58,1500,31,failed,6
Flight,2014-05-28 16:01:01,100000,14393,failed,79
Hardware,2014-11-15 17:37:42,20000,2450,suspended,15
Software,2012-06-26 22:54:04,5000,491,failed,16
DIY Electronics,2015-05-26 07:14:46,1500,1051,failed,28
Technology,2015-03-02 02:09:47,20000,3568,failed,17
Technology,2014-10-18 05:59:00,3500,6523,successful,119
Software,2016-05-06 18:16:00,2800,1,failed,1
Camera Equipment,2016-10-08 05:08:03,30000,1576,failed,15
Technology,2015-08-08 02:41:12,85000,161,failed,3
Apps,2016-07-02 23:22:48,20000,40,canceled,1
Wearables,2016-07-22 17:32:04,50000,777777,successful,6954
Apps,2014-09-13 06:03:44,10000,121,failed,7
Technology,2016-03-10 20:33:18,2500,0,failed,0
Gadgets,2015-07-15 17:12:20,10000,27763.01,successful,917
Gadgets,2014-10-16 19:29:36,10000,597,failed,14
Apps,2015-01-31 06:00:00,200000,1026,failed,3
Technology,2014-09-22 07:00:00,24122,215,failed,6
Sound,2014-12-14 08:28:40,200000,648691.11,successful,1296
Hardware,2014-07-10 13:26:04,50000,1106,canceled,35
Hardware,2014-05-15 04:25:26,60000,17151,failed,165
Apps,2015-05-02 15:45:47,7000,1933,canceled,19
Technology,2013-12-05 21:05:20,40000,140,canceled,3
Technology,2015-07-01 01:57:00,20000,1,failed,1
Hardware,2013-06-02 21:54:26,300000,86611.35,failed,421
Hardware,2013-11-29 21:00:00,35000,6361,failed,85
